drug_name,n_cell_lines,direction_instability,mean_pairwise_cosine,mean_rotation_angle_deg,magnitude_cv,mean_norm,frechet_variance,mean_top_gene_jaccard,moa,target,clinical_phase,p_value_population
BRD-K53423944,9,0.7019844055175781,0.2980155944824219,72.33683776855469,0.365465372800827,54.421852111816406,0.8409610986709595,0.1065587329494503,,,,0.01468687580777817
everolimus,14,0.7022087275981903,0.2977912724018097,72.3748779296875,0.2804357409477234,55.83151626586914,0.8984481692314148,0.09754871737370818,mTOR inhibitor,MTOR,Launched,0.023937188816545385
pyrvinium-pamoate,51,0.7024327516555786,0.2975672483444214,72.55143737792969,0.3417508006095886,51.76409149169922,0.9658980965614319,0.10573526384886316,androgen receptor antagonist,AR,Launched,0.055865921787709494
WYE-125132,19,0.7038131356239319,0.2961868643760681,72.69342803955078,0.1408674120903015,37.087074279785156,0.9156798124313354,0.09139703347939944,mTOR inhibitor,MTOR,Preclinical,0.022212729602733874
CGK-733,14,0.7043765783309937,0.29562342166900635,72.5396499633789,0.3720813989639282,66.46949768066406,0.8984523415565491,0.11531193509317623,ATM kinase inhibitor|ATR kinase inhibitor,ATM|ATR,Preclinical,0.024320183837610112
etoposide,11,0.7054807245731354,0.2945192754268646,72.63673400878906,0.5732148885726929,62.115718841552734,0.869330644607544,0.11168893899844541,topoisomerase inhibitor,TOP2A|TOP2B,Launched,0.021482453263365037
CT-200783,51,0.7055491209030151,0.29445087909698486,72.72384643554688,0.2870449721813202,48.52390670776367,0.9727306962013245,0.09599955404553952,,,,0.05865921787709497
BRD-K05331696,9,0.7072454690933228,0.29275453090667725,72.879150390625,0.16833604872226715,44.517417907714844,0.8419302701950073,0.09729822740992584,,,,0.01515685583362707
JAK3-inhibitor-VI,13,0.7083564102649689,0.29164358973503113,72.8576431274414,0.33018893003463745,63.35862350463867,0.8917169570922852,0.09743081589957887,,,,0.02489944455085233
aminopurvalanol-a,15,0.7090856730937958,0.2909143269062042,72.89280700683594,0.3685798645019531,65.11030578613281,0.9085866212844849,0.09841596056777276,CDK inhibitor|tyrosine kinase inhibitor,CDK1|CDK2|CDK5,Preclinical,0.026175869120654397
BRD-A18725729,9,0.7107338309288025,0.2892661690711975,72.84124755859375,0.3452765941619873,62.45595169067383,0.8518379926681519,0.10164971097620347,,,,0.015509340853013746
EMF-sumo1-39,8,0.7121439874172211,0.28785601258277893,73.1751937866211,0.2524758279323578,42.51324462890625,0.830517053604126,0.11182554522134382,,,,0.015683962264150943
BRD-K81795824,13,0.7121867537498474,0.2878132462501526,73.03011322021484,0.26863253116607666,46.902259826660156,0.9045345783233643,0.12167362581062811,,,,0.025665581306263167
ouabain,14,0.7123585939407349,0.28764140605926514,73.09495544433594,0.45137450098991394,71.00252532958984,0.9092749357223511,0.10217632786407788,ATPase inhibitor,ATP1A1,Launched,0.025852163921869016
thiostrepton,14,0.7139534652233124,0.2860465347766876,73.09077453613281,0.26249244809150696,57.858726501464844,0.9181281328201294,0.10592435580056313,FOXM1 inhibitor|protein synthesis inhibitor,FOXM1,Launched,0.026043661432401378
selamectin,11,0.714113861322403,0.28588613867759705,73.121337890625,0.3577444851398468,54.306007385253906,0.8883893489837646,0.11117798034212002,nematocide,,Launched,0.022958346999016072
pitavastatin,9,0.7151881754398346,0.2848118245601654,73.23465728759766,0.2915705442428589,56.05360794067383,0.8576804995536804,0.08100337380671252,HMGCR inhibitor,HMGCR,Launched,0.016214310891787098
BRD-K19724398,9,0.7152208089828491,0.2847791910171509,73.33953094482422,0.32008102536201477,59.70676803588867,0.8533216118812561,0.10585204116099721,,,,0.016331805898249323
BRD-K58288048,9,0.7159921526908875,0.28400784730911255,73.3059310913086,0.3005720376968384,39.46147155761719,0.8586385250091553,0.1041430846434367,,,,0.01644930090471155
azacitidine,8,0.7160261571407318,0.2839738428592682,73.15144348144531,0.23808243870735168,44.86168670654297,0.8486827611923218,0.10558611013072751,DNA methyltransferase inhibitor,DNMT1|DNMT3A,Launched,0.016627358490566038
PD-407824,13,0.7160628437995911,0.28393715620040894,73.3595962524414,0.26987171173095703,57.75455856323242,0.9076457619667053,0.09497518395840454,PKC inhibitor,WEE1,Preclinical,0.027197854817084848
BRD-K56196992,13,0.7171534895896912,0.28284651041030884,73.38545989990234,0.30552035570144653,47.75450134277344,0.909596860408783,0.09085220299211305,,,,0.02738938900593756
torin-1,19,0.7181546092033386,0.2818453907966614,73.53624725341797,0.19590263068675995,42.858585357666016,0.9435370564460754,0.08997979078766956,mTOR inhibitor,MTOR,Preclinical,0.02691157624946604
BRD-K28934562,7,0.718216747045517,0.28178325295448303,73.54537963867188,0.19329234957695007,45.426002502441406,0.8173495531082153,0.11115460600197957,,,,0.016275730014360938
BRD-A61825514,9,0.7189363241195679,0.28106367588043213,73.4952621459961,0.2145112007856369,39.10519790649414,0.8638601899147034,0.1068981049227467,,,,0.017036775937022675
I-505056,8,0.719093531370163,0.28090646862983704,73.47308349609375,0.20408150553703308,36.80618667602539,0.8450692892074585,0.13186050558572296,,,,0.01721698113207547
BRD-K36354764,9,0.7191252112388611,0.2808747887611389,73.61449432373047,0.2713210880756378,45.461326599121094,0.861240804195404,0.09841699004069393,,,,0.017271765949947126
CA-074-Me,8,0.7196376025676727,0.28036239743232727,73.6116714477539,0.27414819598197937,42.180259704589844,0.844657838344574,0.10323085751329941,,,,0.017452830188679245
BRD-K75081836,14,0.7205410897731781,0.2794589102268219,73.4681167602539,0.2542591691017151,47.359107971191406,0.9317666888237,0.10226401034553206,,,,0.028724626579854463
hydroxyl,10,0.7207992076873779,0.27920079231262207,73.40536499023438,0.3400610387325287,35.703372955322266,0.8987792730331421,0.07944282795506066,,,,0.017927823050058207
importazole,49,0.7228530943393707,0.2771469056606293,73.7880859375,0.3596729040145874,51.59550476074219,1.0062255859375,0.08893514127981322,,,,0.061452513966480445
amsacrine,13,0.7229846715927124,0.2770153284072876,73.78417205810547,0.35400307178497314,62.251487731933594,0.9205852150917053,0.09645748459794233,topoisomerase inhibitor,KCNH2|TOP2A,Launched,0.02911319670561195
arachidonyl-trifluoro-methane,47,0.7232208251953125,0.2767791748046875,73.76194763183594,0.4657100439071655,61.235137939453125,1.0081992149353027,0.10086848318874951,,,,0.06424581005586592
BRD-K56411643,34,0.7233735620975494,0.27662643790245056,73.80706024169922,0.32293689250946045,63.52901840209961,0.9925029873847961,0.08235256580582291,,,,0.05970149253731343
BRD-K00313977,9,0.7241524159908295,0.27584758400917053,73.85978698730469,0.31145423650741577,52.69144821166992,0.8686161041259766,0.0958229841873861,,,,0.017859240982258252
pyrvinium,5,0.7242419123649597,0.2757580876350403,73.82112121582031,0.2942991554737091,78.78911590576172,0.7524505853652954,0.09410592090317035,,,,0.014743183259353202
Ro-3306,8,0.7251216471195221,0.2748783528804779,73.98238372802734,0.19757789373397827,41.494606018066406,0.8502448201179504,0.08607782135434963,CDK inhibitor,CDK1,Preclinical,0.018160377358490565
VU-0418933-1,13,0.7264549434185028,0.2735450565814972,73.7708740234375,0.17135436832904816,53.75124740600586,0.9438890218734741,0.10190578728396539,,,,0.029687799272170082
RJC-00245SC,9,0.7265235483646393,0.2734764516353607,73.92513275146484,0.3572115898132324,39.18568801879883,0.8792185187339783,0.09717679297667456,,,,0.018329221008107157
SA-1459830,6,0.7268542051315308,0.27314579486846924,74.07019805908203,0.15909162163734436,40.42015075683594,0.7983582019805908,0.08726129821672737,,,,0.01685656313407211
AZD-8055,56,0.7270786762237549,0.2729213237762451,74.07750701904297,0.3692186772823334,42.51567840576172,1.0182764530181885,0.08721825276338752,,,,0.06983240223463687
STK-397047,13,0.7272598147392273,0.2727401852607727,73.99242401123047,0.5219255089759827,64.46980285644531,0.9253372550010681,0.07656863878587498,,,,0.030070867649875502
BRD-A18411371,9,0.7276172339916229,0.2723827660083771,73.8732681274414,0.19848014414310455,63.97438430786133,0.881239652633667,0.101264900629151,,,,0.018681706027493833
BRD-K23319301,7,0.7281907498836517,0.27180925011634827,74.17704772949219,0.19948533177375793,42.689002990722656,0.8316499590873718,0.11418419304224474,,,,0.018190521780756343
PD-198306,13,0.7284842133522034,0.27151578664779663,74.06298828125,0.26677507162094116,53.049842834472656,0.9308592081069946,0.11952458901974608,MAP kinase inhibitor|MEK inhibitor,MAP2K1|MAP2K2,Preclinical,0.030645470216433632
pyroxamide,13,0.7286266982555389,0.27137330174446106,74.09069061279297,0.1938803791999817,38.78299331665039,0.9314181804656982,0.09624021197777215,HDAC inhibitor,HDAC1,Phase 1,0.030837004405286344
BRD-K85275009,8,0.729068249464035,0.27093175053596497,74.12921905517578,0.5697028636932373,56.09955596923828,0.8609829545021057,0.0709102473449631,,,,0.019221698113207546
COT-10b,51,0.7292064130306244,0.2707935869693756,74.17670440673828,0.3839758038520813,58.91513442993164,1.0199437141418457,0.09665363701871546,,,,0.07262569832402235
IKK-16,12,0.729827493429184,0.27017250657081604,74.08279418945312,0.329553484916687,69.74185180664062,0.9261023998260498,0.09644610584388365,IKK inhibitor,IKBKB,Preclinical,0.02738602820596917
K784-3131,13,0.7311117053031921,0.26888829469680786,74.0758056640625,0.35159406065940857,64.32621765136719,0.9459918737411499,0.10224315948859393,,,,0.031411606971844475
topotecan,13,0.7315554618835449,0.2684445381164551,74.18116760253906,0.3054267466068268,70.586181640625,0.9358761310577393,0.08829807541771519,topoisomerase inhibitor,TOP1|TOP1MT,Launched,0.031603141160697186
BRD-K83213280,8,0.7316072881221771,0.2683927118778229,74.3697738647461,0.19744431972503662,34.35934066772461,0.8624696135520935,0.10377883274588907,,,,0.019693396226415093
CHEMBL-399379,48,0.7317138016223907,0.26828619837760925,74.24716186523438,0.37000539898872375,51.482330322265625,1.0310386419296265,0.09227982007194842,,,,0.07541899441340782
BRD-K52163391,8,0.7322719991207123,0.2677280008792877,74.41790008544922,0.15465907752513885,37.702701568603516,0.863206684589386,0.09658050652427766,,,,0.01981132075471698
BRD-K58214070,8,0.7322868406772614,0.26771315932273865,74.16732788085938,0.3545139729976654,52.680419921875,0.8691819310188293,0.10437763698958295,,,,0.019929245283018867
BRD-M36167927,5,0.732537567615509,0.26746243238449097,74.35297393798828,0.21497121453285217,55.642822265625,0.7634944319725037,0.09535818131409211,,,,0.0163284717818643
SA-25547,10,0.7335924506187439,0.2664075493812561,74.33538055419922,0.43071553111076355,64.7130126953125,0.9123544692993164,0.08711258993247652,,,,0.02037252619324796
RS-17053,12,0.7346655428409576,0.26533445715904236,74.46310424804688,0.4363856911659241,50.93165969848633,0.933738648891449,0.10480414784630247,adrenergic receptor antagonist,ADRA1A|ADRA1D,Preclinical,0.028533945555919975
cucurbitacin-i,56,0.7347791492938995,0.26522085070610046,74.43714904785156,0.3695492446422577,55.848575592041016,1.0467851161956787,0.10008210964164171,,,,0.0782122905027933
BRD-K18724229,9,0.7361035943031311,0.2638964056968689,74.59584045410156,0.3394644558429718,53.76111602783203,0.8902391791343689,0.09480011563442473,,,,0.020326636117964987
BRD-K95196255,8,0.7367307245731354,0.2632692754268646,74.48941802978516,0.42940428853034973,59.782718658447266,0.880937933921814,0.10958954365797813,,,,0.0205188679245283
BRD-K87726525,8,0.7371642887592316,0.26283571124076843,74.6494369506836,0.17078591883182526,43.92546844482422,0.8739140033721924,0.09886620095961066,,,,0.020636792452830188
BRD-K18861610,9,0.7375343441963196,0.2624656558036804,74.68238830566406,0.1788574606180191,39.25949478149414,0.8945490717887878,0.06068589284738636,,,,0.020679121137351663
ochratoxin-a,14,0.7377576231956482,0.2622423768043518,74.64286804199219,0.2781022787094116,42.72087860107422,0.9570965766906738,0.08523923466061017,,,,0.03351206434316354
AG-14361,51,0.7388950884342194,0.26110491156578064,74.65999603271484,0.30031618475914,44.705326080322266,1.0505695343017578,0.08457964897907537,PARP inhibitor,PARP1,Preclinical,0.08100558659217877
TG-101348,56,0.7390681505203247,0.2609318494796753,74.72091674804688,0.27818217873573303,43.77285385131836,1.0546677112579346,0.0999244760424661,,,,0.08379888268156424
BRD-K23282736,9,0.7394139170646667,0.26058608293533325,74.74151611328125,0.14178074896335602,40.82847213745117,0.8958790898323059,0.07912885508413717,,,,0.020914111150276114
FCCP,14,0.7398366332054138,0.2601633667945862,74.65237426757812,0.3078317642211914,65.90470123291016,0.9671764373779297,0.10150041902646029,,,,0.033895059364228264
MD-041,13,0.7420900166034698,0.25790998339653015,74.7331314086914,0.3354269862174988,55.801212310791016,0.9698140621185303,0.09540256232233446,,,,0.03409308561578242
nialamide,9,0.7430124878883362,0.2569875121116638,74.7950210571289,0.3639351427555084,52.88222885131836,0.9214099049568176,0.061792172080954395,monoamine oxidase inhibitor,COMT|MAOA|MAOB,Withdrawn,0.02126659616966279
BRD-K79532217,8,0.7431013286113739,0.2568986713886261,74.81716918945312,0.19941399991512299,48.29661178588867,0.8918303847312927,0.07689151855717787,,,,0.021462264150943395
BRD-A36275421,34,0.7456181943416595,0.25438180565834045,74.98602294921875,0.4499770998954773,61.88782501220703,1.0559585094451904,0.0758453898039906,,,,0.07462686567164178
LDN-193189,38,0.746148020029068,0.253851979970932,74.82247161865234,0.3756118416786194,66.56529998779297,1.0983165502548218,0.0920231287864258,,,,0.0821917808219178
penfluridol,28,0.7464028894901276,0.25359711050987244,75.12215423583984,0.3962477743625641,67.00206756591797,1.0348294973373413,0.07907013032557704,T-type calcium channel blocker,CACNA1G,Launched,0.07168458781362007
BRD-K71303366,9,0.7464097738265991,0.2535902261734009,75.1781234741211,0.2213972955942154,37.57691955566406,0.910302460193634,0.07499625314862104,,,,0.02150158618258724
BRD-K18726304,9,0.7467595636844635,0.2532404363155365,75.19036865234375,0.30378952622413635,52.263694763183594,0.9097207188606262,0.095154492798304,,,,0.021619081189049465
BRD-K66037923,8,0.7467796802520752,0.2532203197479248,75.21025848388672,0.2014981210231781,41.910850524902344,0.8884890675544739,0.08389032350769228,,,,0.021816037735849055
BRD-K54687541,8,0.7477029263973236,0.2522970736026764,75.0810775756836,0.3056653141975403,46.308265686035156,0.8964357376098633,0.0878207660763056,,,,0.021933962264150942
SA-1017940,9,0.7477554678916931,0.2522445321083069,75.15251159667969,0.33898600935935974,50.26848602294922,0.917952299118042,0.08826482961782128,,,,0.02197156620843614
BRD-K07005393,9,0.7477729320526123,0.2522270679473877,75.24584197998047,0.2631865441799164,36.92311096191406,0.9129936695098877,0.07350470297086342,,,,0.022089061214898367
NVP-BEZ235,54,0.7479625642299652,0.2520374357700348,75.32592010498047,0.22516517341136932,39.03132629394531,1.063415765762329,0.09237305910777409,mTOR inhibitor|PI3K inhibitor,ATR|MTOR|PIK3CA|PIK3CD|PIK3CG,Phase 3,0.09497206703910614
MD-II-008-P,12,0.7483497560024261,0.25165024399757385,75.14530944824219,0.33828988671302795,53.54245376586914,0.9607195854187012,0.10042289922222036,,,,0.031321744834371924
CD-1530,45,0.749726265668869,0.250273734331131,75.36781311035156,0.35366830229759216,61.105804443359375,1.0626680850982666,0.08839140725962259,retinoid receptor agonist,RARG,Preclinical,0.09776536312849161
BRD-K06009608,8,0.750238448381424,0.24976155161857605,75.30818939208984,0.30373603105545044,43.14576721191406,0.901327908039093,0.08994982194193361,,,,0.02240566037735849
BRD-K07790824,8,0.7505868226289749,0.24941317737102509,75.42949676513672,0.7037065625190735,51.521751403808594,0.8983452320098877,0.06320754674916167,,,,0.022523584905660376
phorbol-12-myristate-13-acetate,51,0.751217782497406,0.248782217502594,75.46925354003906,0.33656689524650574,48.415775299072266,1.0750385522842407,0.09188216282257884,,,,0.1005586592178771
BRD-K86899078,9,0.7513312697410583,0.24866873025894165,75.42131805419922,0.3390919268131256,39.80701446533203,0.92014479637146,0.08851638760757001,,,,0.022559041240747268
BRD-K29506255,8,0.7517493069171906,0.24825069308280945,75.51234436035156,0.318074494600296,41.57145309448242,0.896041750907898,0.07623814831014035,,,,0.02275943396226415
BRD-K26767475,8,0.7522966861724854,0.24770331382751465,75.24896240234375,0.36603349447250366,50.234107971191406,0.914064884185791,0.10127811319574427,,,,0.022877358490566036
BRD-K66359319,9,0.7537776827812195,0.24622231721878052,75.58666229248047,0.47571083903312683,67.65144348144531,0.9257423877716064,0.06748893705850535,,,,0.022911526260133944
BRD-K37043259,9,0.7541580498218536,0.24584195017814636,75.63733673095703,0.210861474275589,38.323020935058594,0.925894021987915,0.07941162055238357,,,,0.02302902126659617
mocetinostat,14,0.7545650601387024,0.2454349398612976,75.58329772949219,0.24119022488594055,49.21455764770508,0.9913721680641174,0.07591198544158034,HDAC inhibitor,HDAC1|HDAC11|HDAC2|HDAC3,Phase 2,0.03753351206434316
RS-I-002-6,13,0.7554055899381638,0.24459441006183624,75.67625427246094,0.28493911027908325,49.50531768798828,0.9849480390548706,0.07957812185930004,,,,0.0375407010151312
K784-3187,13,0.7558538019657135,0.2441461980342865,75.67082977294922,0.3391087055206299,76.03191375732422,0.9849392175674438,0.08232934100298323,,,,0.03773223520398391
BRD-K99633092,9,0.7560905367136002,0.24390946328639984,75.65612030029297,0.32661736011505127,49.406917572021484,0.9316556453704834,0.09491720463750802,,,,0.02349900129244507
CHEMBL-1222381,51,0.7561322450637817,0.24386775493621826,75.80804443359375,0.27858471870422363,48.69563674926758,1.0806971788406372,0.08710538924247856,,,,0.10335195530726257
BRD-K18163752,13,0.7563927918672562,0.24360720813274384,75.74678802490234,0.1905667930841446,43.318260192871094,0.9867234826087952,0.0856064350128252,,,,0.03811530358168933
